date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2019-08-30,30,23,0.0,13.9,1,1,0,04:10 AM,06:57 PM,04:43 AM,06:29 PM,17,27,27,26,11,32,58,0.2,1021,30,10,43,8
2019-08-31,29,20,0.0,13.8,1,1,0,05:39 AM,07:23 PM,04:45 AM,06:27 PM,14,25,25,23,16,14,55,0.0,1021,29,10,90,11
2019-09-01,30,19,0.0,13.8,1,1,9,07:06 AM,07:45 PM,04:46 AM,06:24 PM,14,25,25,24,20,9,53,0.0,1013,30,10,150,14
2019-09-02,23,16,0.0,8.6,1,1,16,08:31 AM,08:07 PM,04:48 AM,06:22 PM,14,20,22,20,21,75,70,4.6,1015,23,10,331,16
2019-09-03,21,15,0.0,13.3,1,1,24,09:54 AM,08:29 PM,04:50 AM,06:20 PM,9,17,18,17,13,60,61,10.6,1021,21,9,294,10
2019-09-04,23,15,0.0,13.7,1,1,32,11:14 AM,08:55 PM,04:51 AM,06:17 PM,8,19,20,19,11,25,49,0.0,1019,23,10,251,8
2019-09-05,25,15,0.0,13.6,1,1,39,12:31 PM,09:25 PM,04:53 AM,06:15 PM,10,20,20,20,18,26,54,0.2,1014,25,10,196,13
2019-09-06,21,15,0.0,13.6,1,1,47,01:43 PM,10:01 PM,04:55 AM,06:13 PM,7,18,18,18,14,17,50,0.2,1021,21,10,307,10
2019-09-07,22,14,0.0,12.1,1,1,54,02:46 PM,10:44 PM,04:56 AM,06:11 PM,10,18,18,18,13,60,62,5.8,1019,22,10,103,9
2019-09-08,19,15,0.0,10.9,1,1,62,03:40 PM,11:36 PM,04:58 AM,06:08 PM,14,17,17,17,8,63,84,26.0,1017,19,9,262,6
2019-09-09,26,15,0.0,13.1,1,1,69,04:24 PM,No moonset,05:00 AM,06:06 PM,12,21,21,20,26,45,63,0.2,1014,26,10,134,18
2019-09-10,20,14,0.0,9.4,1,1,77,05:00 PM,12:34 AM,05:01 AM,06:04 PM,10,16,16,16,25,66,67,0.5,1017,20,9,223,18
2019-09-11,23,14,0.0,13.0,1,1,84,05:29 PM,01:37 AM,05:03 AM,06:01 PM,9,18,19,18,13,25,57,0.0,1024,23,10,201,8
2019-09-12,24,16,0.0,11.6,1,1,92,05:52 PM,02:42 AM,05:05 AM,05:59 PM,10,19,20,19,16,15,58,0.0,1026,24,10,263,11
2019-09-13,23,15,0.0,6.3,1,1,99,06:12 PM,03:49 AM,05:06 AM,05:57 PM,12,19,20,19,24,80,66,0.8,1025,23,10,264,18
2019-09-14,18,12,0.0,11.6,1,1,100,06:29 PM,04:56 AM,05:08 AM,05:54 PM,7,14,15,14,21,21,59,0.0,1029,18,10,304,15
2019-09-15,21,11,0.0,11.6,1,1,85,06:46 PM,06:02 AM,05:10 AM,05:52 PM,6,16,16,16,25,17,53,0.0,1020,21,10,237,18
2019-09-16,0,-4,0.0,11.6,1,1,78,07:03 PM,07:09 AM,05:11 AM,05:50 PM,6,12,13,12,27,33,56,0.0,1014,0,10,286,21
2019-09-17,15,9,0.0,7.5,1,1,70,07:21 PM,08:16 AM,05:13 AM,05:47 PM,5,10,12,10,31,62,63,1.1,1009,15,9,267,23
2019-09-18,15,8,0.0,6.2,1,1,63,07:41 PM,09:25 AM,05:15 AM,05:45 PM,4,8,11,8,38,72,65,1.3,1012,15,9,295,27
2019-09-19,15,8,0.0,8.9,1,1,55,08:04 PM,10:35 AM,05:16 AM,05:43 PM,5,9,11,9,22,49,69,0.8,1021,15,10,295,15
2019-09-20,15,7,0.0,7.5,1,1,48,08:33 PM,11:45 AM,05:18 AM,05:40 PM,3,9,11,9,18,53,61,0.4,1024,15,10,305,12
2019-09-21,16,11,0.0,6.1,1,1,40,09:11 PM,12:54 PM,05:20 AM,05:38 PM,8,13,13,13,22,73,72,0.1,1022,16,10,276,15
2019-09-22,22,11,0.0,11.6,1,1,33,10:00 PM,01:59 PM,05:21 AM,05:36 PM,9,16,17,16,9,2,63,0.0,1017,22,10,263,7
2019-09-23,17,10,0.0,8.8,1,1,25,11:02 PM,02:57 PM,05:23 AM,05:33 PM,8,12,13,12,19,33,71,0.0,1018,17,10,97,14
2019-09-24,18,7,0.0,11.6,1,1,18,No moonrise,03:45 PM,05:25 AM,05:31 PM,5,11,12,11,17,3,62,0.0,1017,18,10,117,11
2019-09-25,17,9,0.0,7.4,1,1,10,12:15 AM,04:24 PM,05:26 AM,05:29 PM,9,12,13,12,16,69,75,5.7,1010,17,9,124,11
2019-09-26,15,13,0.0,6.0,1,1,2,01:37 AM,04:55 PM,05:28 AM,05:26 PM,12,14,14,14,7,99,87,5.2,1011,15,8,119,5
2019-09-27,20,12,0.0,7.4,1,1,0,03:04 AM,05:22 PM,05:30 AM,05:24 PM,12,16,16,16,13,79,77,1.2,1014,20,9,165,9
2019-09-28,20,15,0.0,10.2,1,1,0,04:31 AM,05:45 PM,05:32 AM,05:22 PM,12,17,17,17,20,54,73,7.9,1011,20,9,267,14
2019-09-29,19,13,0.0,5.9,1,1,0,05:59 AM,06:06 PM,05:33 AM,05:19 PM,10,15,16,15,24,77,67,0.6,1007,19,9,247,17
2019-09-30,18,8,0.0,5.9,1,1,5,07:25 AM,06:29 PM,05:35 AM,05:17 PM,10,14,15,14,43,99,72,6.2,995,18,7,251,31
2019-10-01,15,10,0.0,5.9,1,1,12,08:49 AM,06:54 PM,05:37 AM,05:14 PM,8,11,13,11,32,73,70,1.3,1004,15,10,221,21
2019-10-02,17,10,0.0,5.9,1,1,19,10:11 AM,07:22 PM,05:38 AM,05:12 PM,11,14,14,14,22,96,80,10.0,1001,17,9,215,15
2019-10-03,13,9,0.0,10.2,1,1,27,11:28 AM,07:57 PM,05:40 AM,05:10 PM,5,9,10,9,16,46,68,3.7,1010,13,10,278,12
2019-10-04,13,6,0.0,7.3,1,1,34,12:37 PM,08:38 PM,05:42 AM,05:07 PM,4,9,10,9,10,54,68,0.4,1012,13,10,277,7
2019-10-05,12,7,0.0,5.8,1,1,41,01:37 PM,09:28 PM,05:43 AM,05:05 PM,3,8,10,8,19,78,62,0.7,1012,12,10,72,14
2019-10-06,9,3,0.0,11.6,1,1,48,02:24 PM,10:24 PM,05:45 AM,05:03 PM,-2,4,6,4,15,41,58,0.1,1019,9,10,8,11
2019-10-07,9,4,0.0,5.8,1,1,56,03:03 PM,11:27 PM,05:47 AM,05:00 PM,-0,5,6,5,13,81,64,0.3,1019,9,10,293,9
2019-10-08,10,4,0.0,10.1,1,1,63,03:34 PM,No moonset,05:48 AM,04:58 PM,2,5,8,5,26,71,66,0.9,1013,10,8,205,18
2019-10-09,16,10,0.0,8.6,1,1,70,03:58 PM,12:32 AM,05:50 AM,04:56 PM,9,11,13,11,22,77,78,4.4,1008,16,8,250,15
2019-10-10,13,10,0.0,5.5,1,1,77,04:18 PM,01:39 AM,05:52 AM,04:54 PM,7,9,12,9,30,80,75,4.7,1009,13,9,263,21
2019-10-11,15,8,0.0,11.0,1,1,85,04:36 PM,02:46 AM,05:54 AM,04:51 PM,6,10,12,10,28,41,70,0.0,1016,15,10,236,19
2019-10-12,20,13,0.0,10.9,1,1,92,04:53 PM,03:53 AM,05:55 AM,04:49 PM,8,15,16,15,32,21,59,0.0,1012,20,10,242,21
2019-10-13,22,14,0.0,8.5,1,1,99,05:10 PM,05:00 AM,05:57 AM,04:47 PM,11,17,17,17,20,39,67,2.2,1016,22,10,216,13
2019-10-14,23,14,0.0,10.9,1,1,100,05:27 PM,06:08 AM,05:59 AM,04:45 PM,11,18,19,18,16,8,64,0.0,1016,23,10,240,10
2019-10-15,21,14,0.0,10.4,1,1,86,05:46 PM,07:17 AM,06:00 AM,04:42 PM,10,17,17,17,24,26,63,0.0,1013,21,10,144,14
2019-10-16,21,13,0.0,7.1,1,1,79,06:08 PM,08:27 AM,06:02 AM,04:40 PM,10,15,16,15,27,28,66,0.0,1011,21,10,231,18
2019-10-17,18,12,0.0,8.7,1,1,72,06:35 PM,09:38 AM,06:04 AM,04:38 PM,6,14,14,14,22,31,58,0.0,1016,18,10,218,14
2019-10-18,20,12,0.0,8.7,1,1,64,07:09 PM,10:47 AM,06:06 AM,04:36 PM,7,15,15,15,17,33,59,0.0,1015,20,10,197,10
2019-10-19,19,12,0.0,8.7,1,1,57,07:54 PM,11:54 AM,06:07 AM,04:34 PM,9,15,15,15,11,26,70,0.0,1014,19,10,183,7
2019-10-20,21,13,0.0,8.7,1,1,50,08:49 PM,12:53 PM,06:09 AM,04:31 PM,10,16,16,16,13,9,71,0.0,1015,21,10,174,8
2019-10-21,22,15,0.0,8.7,1,1,43,09:57 PM,01:43 PM,06:11 AM,04:29 PM,11,17,18,17,8,17,67,0.0,1019,22,10,70,5
2019-10-22,22,14,0.0,8.7,1,1,35,11:14 PM,02:23 PM,06:13 AM,04:27 PM,11,17,17,17,8,5,70,0.0,1022,22,10,225,5
2019-10-23,20,13,0.0,8.7,1,1,28,No moonrise,02:56 PM,06:14 AM,04:25 PM,11,16,16,16,8,6,71,0.0,1021,20,10,91,5
2019-10-24,20,12,0.0,8.7,1,1,21,12:35 AM,03:23 PM,06:16 AM,04:23 PM,11,15,15,15,21,7,75,0.0,1015,20,10,121,12
2019-10-25,18,13,0.0,8.7,1,1,13,02:00 AM,03:46 PM,06:18 AM,04:21 PM,10,15,15,15,16,8,73,0.0,1018,18,10,270,10
2019-10-26,19,12,0.0,8.7,1,1,6,03:26 AM,04:07 PM,06:20 AM,04:19 PM,9,15,15,15,22,9,69,0.0,1019,19,10,221,13
2019-10-27,19,11,0.0,7.0,1,1,0,04:52 AM,04:28 PM,06:21 AM,04:17 PM,7,13,14,13,27,41,63,0.5,1013,19,8,264,19
2019-10-28,11,8,0.0,7.0,1,1,0,06:17 AM,04:52 PM,06:23 AM,04:15 PM,3,7,9,7,23,52,67,0.9,1017,11,10,273,17
2019-10-29,10,6,0.0,3.7,1,1,1,07:42 AM,05:18 PM,06:25 AM,04:13 PM,2,6,7,6,12,60,71,0.1,1021,10,10,334,9
2019-10-30,7,3,0.0,5.4,1,1,8,09:04 AM,05:50 PM,06:27 AM,04:11 PM,-0,3,5,3,14,48,70,0.2,1028,7,10,312,10
2019-10-31,7,3,0.0,8.7,1,1,12,10:19 AM,06:28 PM,06:29 AM,04:09 PM,-1,3,5,3,11,40,65,0.0,1027,7,10,260,7
2019-11-01,7,2,0.0,5.3,1,1,24,11:26 AM,07:16 PM,06:31 AM,04:08 PM,-2,2,5,2,16,53,61,0.0,1021,7,10,169,11
2019-11-02,9,4,0.0,3.7,1,1,31,12:20 PM,08:11 PM,06:32 AM,04:06 PM,1,3,7,3,26,81,66,0.6,1003,9,9,186,18
2019-11-03,14,9,0.0,5.3,1,1,39,01:03 PM,09:13 PM,06:34 AM,04:04 PM,7,10,12,10,25,67,74,0.8,996,14,9,159,16
2019-11-04,16,12,0.0,3.6,1,1,46,01:37 PM,10:18 PM,06:36 AM,04:02 PM,10,13,14,13,26,92,76,1.8,992,16,9,216,18
2019-11-05,14,10,0.0,7.0,1,1,54,02:03 PM,11:26 PM,06:38 AM,04:00 PM,7,10,11,10,20,50,73,0.0,997,14,10,231,14
2019-11-06,12,7,0.0,3.4,1,1,61,02:25 PM,No moonset,06:40 AM,03:59 PM,4,7,9,7,21,57,72,0.1,1001,12,10,245,15
2019-11-07,11,6,0.0,8.7,1,1,69,02:44 PM,12:33 AM,06:42 AM,03:57 PM,4,7,8,7,13,35,76,0.0,1008,11,10,198,8
2019-11-08,10,6,0.0,8.7,1,1,76,03:01 PM,01:40 AM,06:43 AM,03:55 PM,5,6,8,6,19,36,83,0.0,1012,10,10,123,12
2019-11-09,11,8,0.0,8.7,1,1,84,03:17 PM,02:47 AM,06:45 AM,03:54 PM,7,9,10,9,15,61,85,0.1,1008,11,10,167,9
2019-11-10,9,7,0.0,5.2,1,1,91,03:34 PM,03:55 AM,06:47 AM,03:52 PM,4,6,8,6,13,72,79,1.9,1012,9,9,226,9
2019-11-11,8,5,0.0,6.9,1,1,99,03:51 PM,05:04 AM,06:49 AM,03:51 PM,2,4,6,4,14,52,77,4.9,1015,8,9,240,10
2019-11-12,10,5,0.0,8.7,1,1,100,04:12 PM,06:14 AM,06:51 AM,03:49 PM,4,5,8,5,24,63,77,2.4,1012,10,10,150,16
2019-11-13,14,9,0.0,5.1,1,1,86,04:37 PM,07:27 AM,06:52 AM,03:48 PM,8,10,12,10,28,72,76,4.3,1004,14,9,156,16
2019-11-14,9,6,0.0,6.9,1,1,78,05:09 PM,08:38 AM,06:54 AM,03:46 PM,4,6,8,6,16,58,76,1.7,1012,9,9,196,11
2019-11-15,10,7,0.0,5.1,1,1,71,05:50 PM,09:48 AM,06:56 AM,03:45 PM,6,6,9,6,23,70,85,0.0,1014,10,10,112,15
2019-11-16,15,8,0.0,8.7,1,1,63,06:42 PM,10:50 AM,06:58 AM,03:43 PM,8,9,11,9,27,27,83,0.0,1013,15,10,154,17
2019-11-17,15,9,0.0,8.4,1,1,56,07:47 PM,11:44 AM,07:00 AM,03:42 PM,8,10,11,10,21,38,81,0.0,1017,15,10,130,12
2019-11-18,13,8,0.0,8.4,1,1,48,09:00 PM,12:26 PM,07:01 AM,03:41 PM,7,8,10,8,26,30,77,0.0,1013,13,10,137,17
2019-11-19,13,7,0.0,8.4,1,1,41,10:19 PM,01:00 PM,07:03 AM,03:39 PM,5,8,10,8,21,11,73,0.0,1021,13,10,159,13
2019-11-20,12,7,0.0,5.0,1,1,33,11:41 PM,01:28 PM,07:05 AM,03:38 PM,7,7,10,7,29,67,82,0.1,1022,12,10,123,19
2019-11-21,9,8,0.0,3.1,1,1,26,No moonrise,01:51 PM,07:07 AM,03:37 PM,5,5,9,5,42,96,73,0.8,1019,9,8,121,29
2019-11-22,4,2,0.0,6.8,1,1,18,01:03 AM,02:11 PM,07:08 AM,03:36 PM,-3,-1,4,-1,35,61,63,0.0,1021,4,10,131,25
2019-11-23,4,-0,0.0,8.3,1,1,10,02:26 AM,02:31 PM,07:10 AM,03:35 PM,-6,-4,1,-4,30,24,58,0.0,1020,4,10,122,21
2019-11-24,4,0,0.0,8.2,1,1,3,03:50 AM,02:53 PM,07:12 AM,03:34 PM,-4,-3,2,-3,26,24,69,0.0,1018,4,10,117,18
2019-11-25,4,-0,0.0,8.2,1,1,0,05:13 AM,03:16 PM,07:13 AM,03:33 PM,-2,-2,2,-2,17,30,79,0.0,1016,4,10,111,11
2019-11-26,5,1,0.0,8.2,1,1,0,06:35 AM,03:45 PM,07:15 AM,03:32 PM,1,0,3,0,18,55,85,0.0,1012,5,10,140,11
2019-11-27,0,5,0.0,3.1,1,1,0,07:55 AM,04:19 PM,07:16 AM,03:31 PM,3,2,5,2,22,76,84,0.0,1002,0,10,0,13
2019-11-28,10,6,0.0,8.1,1,1,4,09:07 AM,05:03 PM,07:18 AM,03:30 PM,4,5,7,5,23,58,83,0.0,999,10,10,194,13
2019-11-29,10,3,0.0,3.0,1,1,12,10:09 AM,05:55 PM,07:19 AM,03:29 PM,2,3,7,3,30,75,74,0.5,998,10,9,255,21
2019-11-30,4,0,0.3,8.1,1,1,20,10:59 AM,06:56 PM,07:21 AM,03:28 PM,-3,-2,2,-2,27,41,69,0.4,1015,4,9,295,18
2019-12-01,2,-1,0.0,3.0,1,1,26,11:37 AM,08:01 PM,07:22 AM,03:27 PM,-2,-3,1,-3,15,71,86,0.0,1022,2,10,253,10
2019-12-02,3,-5,0.0,3.0,1,1,33,12:07 PM,09:09 PM,07:24 AM,03:27 PM,-2,-3,1,-3,23,93,80,1.4,1016,3,9,256,15
2019-12-03,3,-1,1.4,8.0,1,1,41,12:30 PM,10:17 PM,07:25 AM,03:26 PM,-3,-3,1,-3,20,24,76,1.3,1023,3,9,281,13
2019-12-04,4,-4,0.0,3.0,1,1,48,12:50 PM,11:25 PM,07:27 AM,03:26 PM,0,-2,2,-2,27,90,84,1.4,1024,4,7,252,17
2019-12-05,4,1,0.0,8.0,1,1,55,01:07 PM,No moonset,07:28 AM,03:25 PM,-6,-2,2,-2,24,8,57,0.0,1022,4,10,220,16
2019-12-06,4,-1,0.0,8.0,1,1,62,01:24 PM,12:31 AM,07:29 AM,03:25 PM,-6,-3,1,-3,28,0,59,0.0,1014,4,10,222,18
2019-12-07,7,1,0.0,3.0,1,1,70,01:40 PM,01:39 AM,07:31 AM,03:24 PM,-0,-0,4,-0,35,72,74,1.6,1006,7,7,238,22
2019-12-08,8,1,0.0,3.0,1,1,77,01:56 PM,02:47 AM,07:32 AM,03:24 PM,3,3,6,3,35,85,77,3.5,1006,8,9,225,23
2019-12-09,9,5,0.0,3.0,1,1,84,02:15 PM,03:57 AM,07:33 AM,03:24 PM,4,4,7,4,25,90,80,1.0,1003,9,8,227,16
2019-12-10,5,1,0.3,3.0,1,1,92,02:38 PM,05:09 AM,07:34 AM,03:24 PM,-1,-0,3,-0,24,66,76,0.4,1015,5,9,292,16
2019-12-11,2,-4,0.0,7.9,1,1,99,03:08 PM,06:22 AM,07:35 AM,03:23 PM,-3,-2,1,-2,15,21,73,0.0,1019,2,10,166,10
2019-12-12,3,-1,0.1,4.9,1,1,100,03:45 PM,07:34 AM,07:36 AM,03:23 PM,-3,-2,1,-2,20,60,74,0.2,1008,3,10,188,13
2019-12-13,5,-2,0.0,2.9,1,1,87,04:34 PM,08:41 AM,07:37 AM,03:23 PM,1,-1,3,-1,30,71,86,0.4,996,5,9,139,19
2019-12-14,6,-2,0.0,6.8,1,1,79,05:36 PM,09:40 AM,07:38 AM,03:23 PM,1,-0,3,-0,28,68,78,0.1,996,6,10,180,18
2019-12-15,8,4,0.0,2.9,1,1,72,06:48 PM,10:27 AM,07:39 AM,03:23 PM,2,2,6,2,29,65,75,3.0,1006,8,10,217,17
2019-12-16,7,-2,0.0,7.8,1,1,65,08:07 PM,11:04 AM,07:40 AM,03:24 PM,2,2,4,2,21,41,81,0.0,1014,7,10,204,12
2019-12-17,8,5,0.0,7.8,1,1,58,09:29 PM,11:34 AM,07:41 AM,03:24 PM,4,4,6,4,21,31,88,0.0,1012,8,10,194,11
2019-12-18,11,6,0.0,6.8,1,1,50,10:50 PM,11:58 AM,07:41 AM,03:24 PM,6,6,8,6,24,46,86,0.0,1016,11,10,255,13
2019-12-19,8,-2,0.0,7.8,1,1,43,No moonrise,12:18 PM,07:42 AM,03:24 PM,4,4,5,4,16,15,85,0.0,1024,8,10,120,10
2019-12-20,11,6,0.0,7.8,1,1,36,12:11 AM,12:38 PM,07:43 AM,03:25 PM,4,5,8,5,32,17,76,0.0,1007,11,10,152,18
2019-12-21,10,7,0.0,6.8,1,1,28,01:32 AM,12:58 PM,07:43 AM,03:25 PM,5,6,8,6,20,64,82,0.0,995,10,10,221,12
2019-12-22,8,6,0.0,2.9,1,1,21,02:53 AM,01:19 PM,07:44 AM,03:26 PM,6,5,7,5,14,100,95,10.7,989,8,6,217,9
2019-12-23,7,2,0.0,2.9,1,1,14,04:14 AM,01:45 PM,07:44 AM,03:26 PM,5,4,6,4,13,100,91,4.2,997,7,8,317,10
2019-12-24,6,5,0.0,2.9,1,1,7,05:33 AM,02:15 PM,07:45 AM,03:27 PM,3,3,6,3,25,100,83,9.9,1008,6,7,304,17
2019-12-25,6,3,0.0,4.9,1,1,0,06:48 AM,02:54 PM,07:45 AM,03:27 PM,2,3,5,3,11,73,80,0.7,1011,6,10,326,7
2019-12-26,4,3,0.0,2.9,1,1,0,07:54 AM,03:42 PM,07:45 AM,03:28 PM,2,0,4,0,20,90,87,1.3,1018,4,8,303,14
2019-12-27,4,1,0.3,2.9,1,1,0,08:50 AM,04:39 PM,07:45 AM,03:29 PM,-1,-1,3,-1,23,95,80,1.0,1022,4,8,223,16
2019-12-28,0,-1,0.0,2.9,1,1,8,09:34 AM,05:43 PM,07:46 AM,03:30 PM,-5,-5,-0,-5,28,100,71,0.2,1033,0,10,241,20
2019-12-29,0,-3,0.0,6.8,1,1,15,10:07 AM,06:51 PM,07:46 AM,03:31 PM,-6,-4,-0,-4,14,62,68,0.0,1038,0,10,332,10
2019-12-30,5,-0,0.0,2.9,1,1,22,10:33 AM,08:00 PM,07:46 AM,03:32 PM,-6,-2,2,-2,32,67,53,0.0,1028,5,10,236,19
2019-12-31,6,3,0.0,3.0,1,1,26,10:55 AM,09:08 PM,07:46 AM,03:33 PM,-2,-1,4,-1,41,66,65,0.4,1018,6,10,288,26
2020-01-01,1,-4,0.0,4.9,1,1,37,11:13 AM,10:15 PM,07:46 AM,03:34 PM,-1,-3,1,-3,26,60,84,0.0,1029,1,10,269,17
